frame,time_s,frame_w,frame_h,body_x,body_y,far_ep_x,far_ep_y,near_ep_x,near_ep_y,t_along,lm_00_x,lm_00_y,lm_00_z,lm_01_x,lm_01_y,lm_01_z,lm_02_x,lm_02_y,lm_02_z,lm_03_x,lm_03_y,lm_03_z,lm_04_x,lm_04_y,lm_04_z,lm_05_x,lm_05_y,lm_05_z,lm_06_x,lm_06_y,lm_06_z,lm_07_x,lm_07_y,lm_07_z,lm_08_x,lm_08_y,lm_08_z,lm_09_x,lm_09_y,lm_09_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,lm_21_x,lm_21_y,lm_21_z,lm_22_x,lm_22_y,lm_22_z,lm_23_x,lm_23_y,lm_23_z,lm_24_x,lm_24_y,lm_24_z,lm_25_x,lm_25_y,lm_25_z,lm_26_x,lm_26_y,lm_26_z,lm_27_x,lm_27_y,lm_27_z,lm_28_x,lm_28_y,lm_28_z,lm_29_x,lm_29_y,lm_29_z,lm_30_x,lm_30_y,lm_30_z,lm_31_x,lm_31_y,lm_31_z,lm_32_x,lm_32_y,lm_32_z
20,0.6667,720,1280,336,514,318,533,537,1277,-0.016948,0.462711,0.314406,-0.279554,0.464868,0.311628,-0.267849,0.466423,0.311384,-0.267856,0.467886,0.311132,-0.267883,0.460072,0.312124,-0.269738,0.45835,0.312255,-0.269799,0.45684,0.312346,-0.269842,0.470456,0.311047,-0.203024,0.455356,0.312501,-0.208736,0.466183,0.316281,-0.25208,0.460321,0.316798,-0.249461,0.488947,0.3215,-0.138173,0.443691,0.323331,-0.139495,0.501469,0.337238,-0.102758,0.434117,0.342116,-0.108319,0.506621,0.352223,-0.142849,0.431116,0.359882,-0.155854,0.508452,0.356293,-0.155946,0.428406,0.364221,-0.169579,0.505819,0.355608,-0.172279,0.43161,0.364266,-0.187865,0.504005,0.354434,-0.149307,0.433954,0.362874,-0.163175,0.483084,0.356565,0.008025,0.456991,0.356149,-0.008008,0.47722,0.377775,-0.014564,0.462127,0.375959,-0.069581,0.473394,0.401511,0.074579,0.460989,0.403056,0.028631,0.470693,0.404317,0.079474,0.459338,0.406445,0.037942,0.478093,0.409272,0.017082,0.467533,0.410515,-0.06092
21,0.7,720,1280,336,514,318,534,536,1277,-0.01824,0.462267,0.316028,-0.272901,0.464334,0.313249,-0.26562,0.46592,0.312954,-0.26563,0.467412,0.312652,-0.265658,0.459518,0.313794,-0.265818,0.457841,0.313934,-0.265895,0.456403,0.314031,-0.265956,0.470051,0.31248,-0.2037,0.455062,0.314112,-0.204076,0.465798,0.317933,-0.246965,0.46006,0.318459,-0.246021,0.488722,0.322887,-0.136705,0.443409,0.324625,-0.139085,0.501527,0.337501,-0.104501,0.432107,0.342769,-0.110153,0.504442,0.349307,-0.149964,0.431071,0.359837,-0.161346,0.505347,0.353101,-0.164551,0.428442,0.36416,-0.17685,0.501987,0.352091,-0.1797,0.431618,0.364219,-0.193209,0.500205,0.351009,-0.155971,0.433947,0.362826,-0.167967,0.482904,0.357033,0.007973,0.456818,0.356826,-0.007956,0.477256,0.37869,0.0093,0.462125,0.375993,-0.05655,0.473076,0.4015,0.112889,0.460876,0.403002,0.037486,0.470307,0.404306,0.119192,0.458937,0.406424,0.042875,0.477641,0.409546,0.058279,0.467415,0.410652,-0.033812
22,0.7333,720,1280,335,515,318,534,536,1277,-0.017364,0.461673,0.3173,-0.301364,0.463626,0.314448,-0.295156,0.465228,0.314221,-0.29518,0.466745,0.313982,-0.295227,0.458903,0.314914,-0.293578,0.45727,0.315041,-0.293641,0.45591,0.315136,-0.293682,0.469562,0.313815,-0.224983,0.454676,0.315216,-0.217916,0.465167,0.319264,-0.27291,0.459656,0.319727,-0.270825,0.488555,0.32371,-0.155718,0.443224,0.32555,-0.151352,0.501849,0.338284,-0.201634,0.430071,0.343034,-0.178564,0.501218,0.348652,-0.312972,0.430496,0.359645,-0.279679,0.500701,0.351025,-0.342219,0.428421,0.363943,-0.304647,0.497407,0.349546,-0.351822,0.431611,0.363782,-0.317851,0.496288,0.348605,-0.318907,0.433843,0.36244,-0.286656,0.482604,0.357853,0.007455,0.45644,0.357379,-0.0074,0.476904,0.378145,-0.076883,0.462122,0.375997,-0.107741,0.472643,0.401715,0.01361,0.460611,0.403105,-0.031768,0.469788,0.40466,0.016553,0.458718,0.406611,-0.030516,0.477394,0.409596,-0.051436,0.467418,0.410781,-0.109014
23,0.7667,720,1280,335,515,317,533,536,1277,-0.015711,0.459974,0.317461,-0.312984,0.462125,0.314668,-0.308232,0.46382,0.314424,-0.308254,0.465413,0.314189,-0.308296,0.457379,0.315113,-0.306115,0.455882,0.31519,-0.306179,0.454535,0.315254,-0.306233,0.468686,0.314254,-0.242595,0.453711,0.315442,-0.232928,0.463729,0.319506,-0.285978,0.458107,0.319828,-0.283275,0.487881,0.323961,-0.175125,0.442769,0.325857,-0.164933,0.502355,0.338232,-0.214761,0.42863,0.342793,-0.164059,0.496382,0.345668,-0.314021,0.429455,0.358629,-0.238586,0.494953,0.348162,-0.34185,0.427903,0.363172,-0.260318,0.491876,0.346225,-0.348612,0.430904,0.362829,-0.274666,0.491446,0.345456,-0.318252,0.43264,0.361462,-0.245548,0.481869,0.357928,0.007388,0.455535,0.357503,-0.007337,0.476305,0.378752,0.024128,0.462037,0.376765,-0.064086,0.472114,0.401674,0.12487,0.460607,0.403296,0.028829,0.469395,0.404944,0.129938,0.458542,0.407387,0.032876,0.477406,0.409542,0.074726,0.467402,0.410706,-0.037145
24,0.8,720,1280,335,515,317,533,535,1277,-0.015752,0.458549,0.318339,-0.316654,0.460718,0.315713,-0.313644,0.462406,0.315541,-0.313644,0.464058,0.315356,-0.313676,0.455981,0.316037,-0.311367,0.454515,0.316108,-0.31144,0.453199,0.316164,-0.311503,0.467321,0.315248,-0.253439,0.452581,0.316208,-0.242877,0.462342,0.320254,-0.290965,0.456731,0.320494,-0.288028,0.486762,0.324065,-0.183767,0.44247,0.325923,-0.175179,0.502909,0.337698,-0.208049,0.42851,0.342171,-0.156041,0.492921,0.344063,-0.294888,0.428833,0.357309,-0.210793,0.489704,0.346861,-0.320763,0.427547,0.362182,-0.230001,0.486774,0.344669,-0.326687,0.430589,0.361442,-0.24477,0.487075,0.34387,-0.298604,0.432182,0.359997,-0.217347,0.48144,0.357803,0.006748,0.454674,0.357385,-0.006701,0.475653,0.37876,0.034835,0.461575,0.377145,-0.035117,0.471178,0.401895,0.149963,0.460558,0.403556,0.076684,0.468476,0.404961,0.157208,0.458661,0.407671,0.083238,0.476774,0.409832,0.093072,0.467035,0.410985,0.004287
25,0.8333,720,1280,334,515,317,533,535,1277,-0.016115,0.45744,0.319035,-0.329806,0.459682,0.316533,-0.327828,0.461416,0.316391,-0.327801,0.46313,0.316242,-0.327818,0.454781,0.316823,-0.325843,0.453303,0.316889,-0.325904,0.452005,0.316921,-0.325954,0.46625,0.316135,-0.268189,0.450918,0.317051,-0.259582,0.461268,0.321118,-0.303974,0.45542,0.321245,-0.30155,0.484956,0.32429,-0.199553,0.44134,0.326587,-0.188673,0.503711,0.337032,-0.234921,0.427607,0.341754,-0.165151,0.489592,0.342925,-0.332337,0.428301,0.356712,-0.210398,0.485766,0.346114,-0.361086,0.426977,0.36146,-0.228704,0.482423,0.343742,-0.363579,0.430102,0.360775,-0.241937,0.482768,0.342943,-0.334924,0.4317,0.359356,-0.216037,0.480987,0.358269,0.006106,0.454244,0.358321,-0.00608,0.47521,0.379883,0.064282,0.461031,0.3791,0.010351,0.471058,0.401873,0.19539,0.458997,0.404073,0.143119,0.468223,0.404898,0.204902,0.457296,0.407737,0.152223,0.476665,0.410085,0.140003,0.466558,0.411968,0.076501
26,0.8667,720,1280,334,515,316,533,534,1277,-0.015752,0.456253,0.319954,-0.345558,0.458548,0.317655,-0.343762,0.46028,0.317539,-0.343731,0.462025,0.317408,-0.343756,0.453618,0.317867,-0.341229,0.452055,0.317899,-0.341292,0.450688,0.317878,-0.341331,0.464915,0.31729,-0.281665,0.449294,0.317881,-0.270803,0.459904,0.322017,-0.318712,0.453985,0.322084,-0.315636,0.48312,0.324556,-0.214798,0.439606,0.327613,-0.196038,0.503865,0.336657,-0.258327,0.427428,0.341729,-0.179387,0.486707,0.343098,-0.37018,0.427841,0.356575,-0.239729,0.482824,0.345978,-0.403192,0.426741,0.360996,-0.261573,0.479794,0.343926,-0.406542,0.429676,0.360292,-0.273945,0.480223,0.343215,-0.373704,0.431191,0.358992,-0.245709,0.480386,0.359543,0.002899,0.453711,0.359972,-0.002899,0.475232,0.381748,0.078409,0.460527,0.381552,0.05284,0.471051,0.401844,0.245719,0.458703,0.40404,0.219922,0.468375,0.403275,0.259371,0.457087,0.40615,0.233517,0.475648,0.410295,0.194193,0.465429,0.41283,0.163183
27,0.9,720,1280,334,515,316,533,534,1277,-0.015752,0.455008,0.320425,-0.327284,0.457271,0.318068,-0.326494,0.459103,0.317989,-0.326465,0.460846,0.317918,-0.326492,0.452421,0.318202,-0.323315,0.450905,0.318223,-0.323377,0.449489,0.318219,-0.323428,0.464044,0.31804,-0.271315,0.448192,0.318467,-0.25698,0.458469,0.322647,-0.302814,0.452796,0.322713,-0.298848,0.482205,0.324865,-0.211062,0.438562,0.327829,-0.184583,0.504123,0.33647,-0.247007,0.427512,0.341561,-0.165088,0.484257,0.344283,-0.342343,0.428031,0.356321,-0.192225,0.480138,0.347226,-0.372396,0.426643,0.360559,-0.209494,0.477031,0.345193,-0.375229,0.429387,0.360014,-0.221853,0.477436,0.344472,-0.345191,0.431044,0.35867,-0.197763,0.480242,0.360056,-0.000596,0.453712,0.360697,0.000582,0.475135,0.381582,0.083568,0.460403,0.382286,0.066273,0.471154,0.400626,0.238183,0.458428,0.404065,0.221287,0.468495,0.401818,0.251084,0.456885,0.405979,0.234061,0.475212,0.410434,0.190929,0.464152,0.413462,0.170258
28,0.9333,720,1280,334,514,315,533,534,1277,-0.016584,0.454605,0.321022,-0.297392,0.456962,0.318715,-0.295885,0.458817,0.31862,-0.295857,0.460536,0.31853,-0.295883,0.451949,0.318873,-0.292896,0.450386,0.318893,-0.292947,0.448897,0.318892,-0.292985,0.463682,0.31863,-0.242059,0.447514,0.319245,-0.228021,0.458072,0.323268,-0.273444,0.452211,0.323438,-0.269725,0.481932,0.32561,-0.206355,0.4376,0.329016,-0.158495,0.504063,0.336492,-0.215486,0.427746,0.341937,-0.126058,0.48356,0.344785,-0.296774,0.428653,0.356407,-0.168615,0.48038,0.347342,-0.322825,0.426842,0.360687,-0.187885,0.476443,0.345975,-0.329461,0.429457,0.360258,-0.202354,0.476553,0.345279,-0.301005,0.431128,0.358906,-0.175269,0.479902,0.360975,-0.000409,0.45371,0.361683,0.000397,0.475193,0.381807,0.064349,0.459466,0.382734,0.047521,0.470304,0.399953,0.224837,0.458152,0.404481,0.195648,0.467732,0.401143,0.238966,0.455947,0.406323,0.207916,0.473717,0.410411,0.185465,0.463927,0.413953,0.14653
29,0.9667,720,1280,334,515,315,533,533,1277,-0.015389,0.454778,0.321679,-0.255435,0.457173,0.319137,-0.252133,0.458941,0.31907,-0.252109,0.460554,0.319011,-0.252116,0.45227,0.319298,-0.251129,0.450605,0.319347,-0.251181,0.449026,0.319344,-0.251206,0.463582,0.319368,-0.1931,0.447238,0.31973,-0.189804,0.458182,0.323958,-0.230015,0.452297,0.324172,-0.229161,0.481474,0.326532,-0.133118,0.436411,0.329544,-0.124341,0.503053,0.336888,-0.12259,0.42799,0.342825,-0.086487,0.485708,0.348098,-0.195549,0.428762,0.356568,-0.133599,0.483118,0.35195,-0.21895,0.427161,0.360746,-0.150963,0.479261,0.349891,-0.228895,0.429557,0.360394,-0.167157,0.479181,0.348631,-0.200162,0.431171,0.359016,-0.140409,0.479206,0.362256,0.000325,0.453268,0.363168,-0.000342,0.475374,0.383378,0.057536,0.459052,0.384187,0.02602,0.470127,0.39998,0.2086,0.458021,0.405271,0.155501,0.467266,0.401362,0.221871,0.455218,0.407296,0.165849,0.473971,0.41036,0.174376,0.464803,0.413926,0.10629
30,1.0333,720,1280,333,511,314,533,532,1277,-0.020341,0.455271,0.322365,-0.303549,0.45765,0.319765,-0.300103,0.459335,0.319742,-0.300035,0.460906,0.319726,-0.300006,0.452884,0.319922,-0.29971,0.451248,0.320003,-0.29977,0.449685,0.320072,-0.299821,0.464096,0.320083,-0.237378,0.447744,0.320539,-0.237488,0.458611,0.324755,-0.276832,0.45285,0.325006,-0.276919,0.4821,0.327769,-0.168477,0.43612,0.330512,-0.176671,0.498658,0.338474,-0.15468,0.427893,0.344157,-0.171574,0.487502,0.35322,-0.212949,0.429751,0.357163,-0.24338,0.485595,0.357695,-0.234991,0.428538,0.361021,-0.268159,0.482062,0.356161,-0.246126,0.432095,0.360597,-0.281769,0.481828,0.354831,-0.218311,0.433299,0.359229,-0.250303,0.479163,0.363497,0.00071,0.452454,0.364103,-0.000855,0.475985,0.382308,0.107084,0.458184,0.38386,0.086984,0.470272,0.39547,0.269525,0.456875,0.403939,0.241755,0.467512,0.396667,0.283884,0.455606,0.406112,0.254557,0.474142,0.407939,0.235131,0.464038,0.413718,0.19887
31,1.0667,720,1280,333,511,314,533,532,1276,-0.020354,0.455475,0.32282,-0.336296,0.457844,0.319995,-0.333635,0.459526,0.319882,-0.3336,0.461098,0.31979,-0.333625,0.453085,0.320415,-0.330425,0.451455,0.320582,-0.330486,0.449894,0.320711,-0.330572,0.464145,0.320037,-0.272832,0.447968,0.321161,-0.259993,0.458745,0.325142,-0.310274,0.452969,0.325622,-0.306565,0.485335,0.329786,-0.203329,0.436191,0.331231,-0.191574,0.494951,0.347054,-0.182193,0.427978,0.345082,-0.189026,0.484164,0.361838,-0.216941,0.432043,0.356972,-0.260624,0.481382,0.366562,-0.236264,0.432051,0.360255,-0.282176,0.478773,0.365048,-0.24554,0.435219,0.359337,-0.292502,0.478523,0.363046,-0.221023,0.435711,0.357925,-0.266468,0.479609,0.363744,0.00099,0.452539,0.364149,-0.001099,0.476442,0.382977,0.101398,0.456976,0.383279,0.078875,0.470958,0.395189,0.284033,0.456413,0.403893,0.249809,0.467588,0.396001,0.300689,0.455671,0.406034,0.264308,0.474107,0.408046,0.248688,0.463461,0.413459,0.201219
32,1.1,720,1280,334,511,313,532,531,1276,-0.018378,0.456416,0.322962,-0.330858,0.458659,0.320167,-0.323901,0.460432,0.320016,-0.323891,0.462122,0.319874,-0.323928,0.453498,0.320617,-0.322834,0.451786,0.320772,-0.322914,0.45023,0.320895,-0.322971,0.465069,0.320069,-0.261324,0.448367,0.321417,-0.24834,0.460295,0.325274,-0.300879,0.453758,0.325763,-0.299689,0.486261,0.330393,-0.191247,0.436221,0.332462,-0.184303,0.500378,0.346352,-0.220005,0.428318,0.349071,-0.243656,0.491288,0.357972,-0.325997,0.43388,0.352504,-0.379763,0.488739,0.36572,-0.355037,0.434943,0.353327,-0.413758,0.48589,0.36463,-0.358928,0.436982,0.350631,-0.415181,0.485372,0.360723,-0.330194,0.437334,0.350445,-0.383689,0.479668,0.363588,0.001802,0.452463,0.363934,-0.00193,0.476731,0.384448,0.073234,0.456806,0.383167,-0.002287,0.4732,0.395556,0.272336,0.455531,0.403542,0.17357,0.470696,0.395998,0.29075,0.455681,0.406493,0.190397,0.474704,0.408587,0.232384,0.462721,0.413409,0.105087
33,1.1333,720,1280,334,511,312,532,530,1276,-0.018015,0.458168,0.323838,-0.376972,0.460428,0.320813,-0.37422,0.46231,0.320592,-0.374195,0.463962,0.320383,-0.374248,0.454838,0.321296,-0.3723,0.452904,0.321402,-0.372387,0.451257,0.321459,-0.372448,0.467136,0.32003,-0.304631,0.449034,0.321402,-0.295894,0.462192,0.325935,-0.346661,0.455511,0.326405,-0.344468,0.488251,0.329862,-0.223173,0.436531,0.332361,-0.225759,0.503513,0.349663,-0.310626,0.426826,0.349551,-0.309927,0.496786,0.344757,-0.452911,0.438141,0.34512,-0.456547,0.492612,0.342726,-0.484495,0.441112,0.342749,-0.488432,0.493046,0.340435,-0.478994,0.441973,0.340324,-0.481486,0.492128,0.34129,-0.454129,0.4419,0.34092,-0.456658,0.479712,0.362938,0.000684,0.451339,0.363184,-0.000773,0.477512,0.385259,0.018798,0.45576,0.384202,0.006013,0.475259,0.395712,0.245285,0.453166,0.403857,0.196267,0.472525,0.396756,0.261346,0.452038,0.40649,0.212665,0.474761,0.410404,0.205987,0.460143,0.414058,0.132222
34,1.1667,720,1280,335,511,311,532,529,1275,-0.017297,0.460722,0.323466,-0.344165,0.462763,0.320523,-0.340274,0.464623,0.320311,-0.340247,0.466243,0.320104,-0.340272,0.45716,0.321,-0.338565,0.45517,0.321103,-0.338637,0.453407,0.321158,-0.338701,0.469317,0.319728,-0.275416,0.450949,0.321132,-0.269824,0.464565,0.325639,-0.317432,0.458169,0.325999,-0.315773,0.489826,0.328394,-0.211748,0.438587,0.330787,-0.202378,0.504094,0.347885,-0.253003,0.425396,0.348351,-0.281196,0.501673,0.343125,-0.374255,0.444917,0.338051,-0.424157,0.49961,0.342787,-0.401835,0.449526,0.33511,-0.454374,0.498648,0.341041,-0.400225,0.449879,0.333013,-0.445359,0.497436,0.341262,-0.37617,0.449381,0.333912,-0.423079,0.479721,0.360236,-0.00285,0.450704,0.360368,0.00283,0.479263,0.380748,-0.079702,0.455084,0.381872,0.030664,0.477757,0.396982,0.064084,0.45291,0.401998,0.203062,0.476493,0.398746,0.074855,0.452156,0.403386,0.216565,0.474943,0.410886,-0.005958,0.455963,0.413596,0.142896
35,1.2,720,1280,334,512,310,531,528,1275,-0.014814,0.463328,0.323149,-0.330087,0.465155,0.320242,-0.332537,0.466915,0.320034,-0.332463,0.46846,0.319836,-0.332549,0.459619,0.320726,-0.337349,0.457602,0.320837,-0.337337,0.455814,0.320908,-0.337331,0.47113,0.319692,-0.269902,0.453328,0.320959,-0.261391,0.467176,0.325338,-0.302435,0.461011,0.325651,-0.30723,0.490654,0.32557,-0.162788,0.440496,0.328371,-0.194153,0.502937,0.331925,-0.060211,0.424494,0.345452,-0.250446,0.500319,0.343951,-0.004715,0.450171,0.337069,-0.337443,0.500461,0.345345,0.008346,0.45718,0.335624,-0.364033,0.499621,0.344556,-0.001457,0.459269,0.333558,-0.399612,0.498371,0.344312,-0.004421,0.457541,0.33389,-0.339893,0.479946,0.357304,-0.003097,0.45087,0.357502,0.003017,0.479122,0.375463,-0.163866,0.454542,0.377367,0.047166,0.477999,0.400728,-0.08684,0.452142,0.400735,0.205997,0.47728,0.403907,-0.083066,0.451878,0.402138,0.217988,0.474522,0.412143,-0.173233,0.45283,0.413268,0.149971
36,1.2333,720,1280,334,516,309,531,527,1274,-0.009498,0.465437,0.323057,-0.349065,0.467311,0.31981,-0.348774,0.469076,0.319482,-0.348723,0.470541,0.31916,-0.348777,0.461466,0.320362,-0.351796,0.459333,0.3204,-0.351871,0.457484,0.3204,-0.351916,0.472753,0.318342,-0.284211,0.454268,0.320357,-0.294997,0.468986,0.325177,-0.319419,0.462541,0.325434,-0.323593,0.490682,0.32375,-0.170884,0.441038,0.326659,-0.221645,0.501793,0.327674,-0.057344,0.423267,0.342838,-0.25437,0.499833,0.343605,0.011676,0.449385,0.338482,-0.320611,0.500196,0.345685,0.026904,0.457927,0.338527,-0.325016,0.499567,0.345422,0.015661,0.46091,0.336687,-0.324517,0.497908,0.344939,0.011699,0.459014,0.336425,-0.311051,0.479807,0.356471,-0.003562,0.45021,0.356865,0.003498,0.479088,0.376962,-0.145126,0.453201,0.378291,0.086204,0.478795,0.4068,-0.075821,0.450837,0.40046,0.270826,0.477676,0.409315,-0.073695,0.450686,0.401423,0.285758,0.473914,0.41576,-0.171595,0.450862,0.41296,0.219886
37,1.2667,720,1280,334,518,308,530,526,1273,-0.005417,0.465542,0.322548,-0.339973,0.467475,0.318921,-0.337464,0.469278,0.318468,-0.337428,0.470868,0.317973,-0.33747,0.461969,0.319539,-0.337903,0.459974,0.319525,-0.337978,0.458173,0.319467,-0.338029,0.473945,0.316894,-0.277061,0.455258,0.318977,-0.274983,0.46924,0.32467,-0.310761,0.46306,0.324899,-0.312304,0.492813,0.323881,-0.174089,0.441485,0.324524,-0.205945,0.506797,0.332193,-0.086533,0.42262,0.34141,-0.250195,0.500476,0.344195,-0.053119,0.450579,0.341892,-0.270093,0.500333,0.348362,-0.04746,0.458382,0.342979,-0.282198,0.498555,0.346874,-0.058869,0.461962,0.341137,-0.282348,0.497555,0.346207,-0.054452,0.460027,0.34068,-0.267922,0.479465,0.356543,-0.005927,0.44939,0.356851,0.005888,0.479013,0.377154,-0.130391,0.45142,0.378637,0.096979,0.478966,0.409615,-0.070904,0.45035,0.400686,0.267699,0.478769,0.412812,-0.069491,0.450787,0.401776,0.281527,0.473896,0.419396,-0.164508,0.450423,0.412956,0.220304
38,1.3,720,1280,334,516,306,530,524,1273,-0.007168,0.465913,0.321048,-0.318502,0.467986,0.317611,-0.31401,0.469633,0.317308,-0.314009,0.471128,0.316977,-0.314077,0.462858,0.317918,-0.315507,0.460885,0.317833,-0.315586,0.459093,0.317704,-0.315655,0.473672,0.316348,-0.245577,0.45673,0.317355,-0.250838,0.469163,0.323381,-0.288288,0.463178,0.323492,-0.290421,0.492079,0.324222,-0.155921,0.441481,0.324417,-0.189161,0.502113,0.334134,-0.085786,0.42227,0.341328,-0.200418,0.499848,0.349208,-0.083256,0.447709,0.347055,-0.237967,0.499894,0.353905,-0.08695,0.454322,0.349951,-0.253279,0.497393,0.353442,-0.100389,0.457341,0.347784,-0.258447,0.496314,0.351538,-0.086939,0.456093,0.34698,-0.238729,0.476844,0.358093,-0.005823,0.449322,0.358383,0.00585,0.476624,0.377419,-0.166387,0.451777,0.378834,0.11411,0.478846,0.409412,-0.101952,0.449758,0.398254,0.328355,0.47779,0.416005,-0.099753,0.450444,0.398504,0.346772,0.473941,0.419724,-0.199852,0.449526,0.41143,0.284525
39,1.3333,720,1280,334,514,305,530,522,1272,-0.009335,0.465789,0.3203,-0.321514,0.467985,0.31719,-0.316574,0.469541,0.316976,-0.316565,0.471037,0.316731,-0.316628,0.463094,0.317482,-0.315623,0.461215,0.317479,-0.315689,0.459411,0.31742,-0.315828,0.473598,0.316298,-0.245038,0.456635,0.317144,-0.250845,0.468875,0.322671,-0.291238,0.463006,0.322753,-0.291034,0.491688,0.324477,-0.157988,0.441386,0.324608,-0.180026,0.502678,0.336523,-0.112404,0.422465,0.341479,-0.167814,0.503075,0.355099,-0.140805,0.441778,0.35261,-0.214575,0.504683,0.359853,-0.132203,0.445812,0.357413,-0.231684,0.501556,0.359451,-0.163306,0.451313,0.3553,-0.24212,0.500208,0.35784,-0.13187,0.450299,0.354016,-0.217699,0.477121,0.360127,-0.005722,0.448691,0.359936,0.00578,0.47644,0.377999,-0.181152,0.449565,0.377355,0.101877,0.478446,0.409239,-0.111136,0.449856,0.395135,0.305924,0.477463,0.412288,-0.108482,0.450741,0.395967,0.322546,0.473676,0.420364,-0.207143,0.44877,0.408487,0.262955
40,1.3667,720,1280,333,513,304,529,521,1271,-0.009335,0.465447,0.320052,-0.325525,0.467849,0.317159,-0.319559,0.469393,0.317016,-0.319542,0.470899,0.316806,-0.319594,0.46315,0.317231,-0.320586,0.461384,0.317174,-0.32065,0.459611,0.317077,-0.320703,0.47356,0.316368,-0.248734,0.456623,0.316728,-0.255568,0.468477,0.322551,-0.29418,0.462602,0.322432,-0.296086,0.490777,0.325155,-0.167874,0.441158,0.324641,-0.182234,0.502886,0.341493,-0.120757,0.422428,0.341626,-0.159204,0.503724,0.358422,-0.188742,0.431098,0.356145,-0.20538,0.504554,0.363263,-0.206985,0.431467,0.361472,-0.223375,0.501037,0.362285,-0.226941,0.437323,0.36,-0.23894,0.499697,0.360697,-0.195036,0.438001,0.358392,-0.211187,0.47725,0.362496,-0.0054,0.448533,0.36205,0.00544,0.475687,0.382319,-0.105094,0.4481,0.379122,0.108242,0.476491,0.408151,-0.01552,0.449724,0.394835,0.306655,0.475721,0.410605,-0.011207,0.450943,0.395469,0.323483,0.473265,0.419323,-0.10616,0.449572,0.40783,0.268523
41,1.4,720,1280,331,515,302,529,520,1270,-0.006792,0.46513,0.319616,-0.310309,0.467488,0.316883,-0.307085,0.469055,0.316835,-0.307075,0.47057,0.316726,-0.307125,0.462767,0.316835,-0.307763,0.460981,0.316803,-0.307841,0.459201,0.316743,-0.307897,0.473275,0.316441,-0.242401,0.456366,0.316603,-0.2468,0.468417,0.322278,-0.281706,0.462372,0.322145,-0.283034,0.489477,0.325685,-0.165548,0.440653,0.324498,-0.174332,0.501133,0.344931,-0.120926,0.421824,0.339955,-0.145685,0.502806,0.359302,-0.165757,0.426314,0.355076,-0.185543,0.502558,0.363928,-0.182678,0.423923,0.359712,-0.201481,0.498209,0.362394,-0.205693,0.430316,0.359215,-0.217434,0.497419,0.360648,-0.173276,0.431772,0.357719,-0.19156,0.47549,0.364361,-0.004654,0.447599,0.363737,0.004729,0.473832,0.386491,-0.008985,0.448729,0.385811,0.093005,0.47201,0.410306,0.09748,0.449979,0.395643,0.28472,0.47039,0.412704,0.10496,0.451021,0.39716,0.301975,0.471458,0.420892,0.035839,0.450134,0.408572,0.25125
42,1.4333,720,1280,331,524,301,528,518,1269,0.005948,0.464198,0.319653,-0.298219,0.466883,0.31693,-0.294726,0.468474,0.316878,-0.294728,0.469983,0.316768,-0.294793,0.46186,0.316899,-0.294359,0.45989,0.316867,-0.294428,0.457951,0.316808,-0.29447,0.472327,0.316471,-0.226209,0.455002,0.316671,-0.22573,0.467022,0.32229,-0.268682,0.460591,0.322166,-0.268688,0.486877,0.326241,-0.156168,0.438415,0.324626,-0.147157,0.497991,0.346215,-0.16473,0.418464,0.337521,-0.117463,0.49065,0.358924,-0.27368,0.422941,0.353914,-0.161829,0.489802,0.359779,-0.303219,0.421642,0.35765,-0.178636,0.486422,0.355811,-0.314143,0.426473,0.356663,-0.19111,0.4862,0.354607,-0.280026,0.427625,0.355467,-0.167071,0.475726,0.364802,3.4e-05,0.447043,0.364596,7.8e-05,0.473547,0.389456,0.045863,0.448971,0.390005,0.06584,0.468765,0.410718,0.200954,0.451929,0.409056,0.2338,0.46616,0.412607,0.214458,0.45204,0.410532,0.248636,0.471654,0.421033,0.150759,0.454662,0.418257,0.183069
43,1.4667,720,1280,330,522,300,527,517,1269,0.004685,0.461806,0.319677,-0.304581,0.465282,0.316892,-0.298412,0.467078,0.316861,-0.29842,0.468681,0.31678,-0.298486,0.459484,0.316825,-0.298566,0.45741,0.316778,-0.298624,0.455468,0.316709,-0.298681,0.471556,0.316506,-0.220684,0.452536,0.316552,-0.222994,0.464638,0.322316,-0.272535,0.457875,0.322204,-0.273373,0.485759,0.32624,-0.150951,0.435579,0.324137,-0.136723,0.497911,0.346668,-0.205188,0.414959,0.332916,-0.087655,0.480125,0.346918,-0.331668,0.421528,0.351086,-0.099,0.474477,0.346124,-0.360754,0.420869,0.355688,-0.108363,0.473463,0.342414,-0.359832,0.424744,0.355106,-0.119525,0.474488,0.342312,-0.333307,0.425829,0.353767,-0.102387,0.475583,0.363771,0.002869,0.445493,0.361886,-0.002772,0.473193,0.387686,-0.010441,0.4493,0.378457,-0.189473,0.466644,0.409612,0.128722,0.452108,0.406629,-0.06887,0.463975,0.411773,0.140497,0.452063,0.408874,-0.060506,0.469113,0.420337,0.064913,0.456074,0.416522,-0.154247
