frame,time_s,frame_w,frame_h,body_x,body_y,far_ep_x,far_ep_y,near_ep_x,near_ep_y,t_along,lm_00_x,lm_00_y,lm_00_z,lm_01_x,lm_01_y,lm_01_z,lm_02_x,lm_02_y,lm_02_z,lm_03_x,lm_03_y,lm_03_z,lm_04_x,lm_04_y,lm_04_z,lm_05_x,lm_05_y,lm_05_z,lm_06_x,lm_06_y,lm_06_z,lm_07_x,lm_07_y,lm_07_z,lm_08_x,lm_08_y,lm_08_z,lm_09_x,lm_09_y,lm_09_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,lm_21_x,lm_21_y,lm_21_z,lm_22_x,lm_22_y,lm_22_z,lm_23_x,lm_23_y,lm_23_z,lm_24_x,lm_24_y,lm_24_z,lm_25_x,lm_25_y,lm_25_z,lm_26_x,lm_26_y,lm_26_z,lm_27_x,lm_27_y,lm_27_z,lm_28_x,lm_28_y,lm_28_z,lm_29_x,lm_29_y,lm_29_z,lm_30_x,lm_30_y,lm_30_z,lm_31_x,lm_31_y,lm_31_z,lm_32_x,lm_32_y,lm_32_z
60,2.0333,720,1280,342,504,302,507,534,1223,0.01259,0.466384,0.285718,-0.308676,0.469008,0.282614,-0.302127,0.470639,0.282435,-0.302124,0.472107,0.282281,-0.302145,0.463569,0.282915,-0.302146,0.461428,0.282931,-0.302212,0.459592,0.282932,-0.302243,0.475289,0.282752,-0.229077,0.457139,0.283489,-0.231051,0.470012,0.288441,-0.27864,0.463244,0.288654,-0.279271,0.493368,0.296185,-0.152479,0.442953,0.296856,-0.159851,0.506543,0.318835,-0.111907,0.431284,0.318738,-0.126247,0.515994,0.339623,-0.164001,0.429452,0.33956,-0.178022,0.516846,0.345165,-0.181761,0.427033,0.345669,-0.195499,0.514134,0.345398,-0.203499,0.431795,0.345136,-0.2181,0.51244,0.343501,-0.173145,0.434373,0.343203,-0.1875,0.489479,0.338225,0.01095,0.459318,0.340097,-0.01094,0.48816,0.36639,0.002698,0.465522,0.367344,-0.012352,0.483578,0.392667,0.103979,0.468189,0.395338,0.114575,0.48135,0.39698,0.109932,0.467706,0.398558,0.112757,0.492286,0.403102,0.035222,0.473639,0.405866,0.018006
61,2.0667,720,1280,344,505,302,507,533,1222,0.014651,0.467421,0.285599,-0.311416,0.470024,0.28251,-0.305187,0.47161,0.282344,-0.305187,0.473168,0.282203,-0.305219,0.464842,0.282775,-0.30452,0.462767,0.282784,-0.304581,0.460836,0.282798,-0.304615,0.476232,0.282708,-0.233871,0.458071,0.283439,-0.232568,0.471028,0.288412,-0.28217,0.464194,0.288528,-0.281857,0.494228,0.296396,-0.162318,0.443607,0.296803,-0.157942,0.507328,0.318632,-0.126595,0.431246,0.317917,-0.125495,0.517832,0.33899,-0.178028,0.430546,0.338718,-0.17002,0.519541,0.344353,-0.195498,0.428674,0.344781,-0.185744,0.517018,0.344751,-0.217454,0.433193,0.344266,-0.208316,0.515265,0.342977,-0.187242,0.435504,0.342354,-0.179291,0.489818,0.337646,0.005332,0.4593,0.339502,-0.00531,0.488726,0.36608,0.002932,0.465587,0.36712,-0.011094,0.487357,0.394247,0.114527,0.468247,0.395368,0.109113,0.485881,0.398067,0.121361,0.468277,0.398564,0.115617,0.492332,0.404396,0.043589,0.473217,0.405721,0.030158
62,2.1,720,1280,345,506,302,507,533,1222,0.016327,0.468664,0.285747,-0.256027,0.471214,0.282656,-0.248468,0.472711,0.2825,-0.248475,0.474219,0.28236,-0.248509,0.466228,0.282897,-0.249385,0.464138,0.282899,-0.249441,0.462107,0.282913,-0.249472,0.476931,0.282858,-0.179647,0.459139,0.283557,-0.184772,0.472053,0.288531,-0.227863,0.465391,0.288634,-0.229521,0.494528,0.296573,-0.113512,0.444256,0.296835,-0.124582,0.508239,0.318313,-0.075704,0.431338,0.317786,-0.104577,0.520553,0.338972,-0.126994,0.431465,0.338039,-0.151372,0.52385,0.344139,-0.142869,0.429609,0.343897,-0.166253,0.520828,0.344626,-0.163329,0.434188,0.34342,-0.186293,0.518868,0.342915,-0.135775,0.436702,0.341539,-0.159516,0.490285,0.337621,0.003471,0.459814,0.339462,-0.003419,0.489189,0.365898,-0.118627,0.465534,0.366972,-0.020163,0.491356,0.396031,-0.053704,0.468451,0.395894,0.103485,0.488974,0.400263,-0.051582,0.470847,0.399723,0.101891,0.493234,0.404711,-0.14126,0.472906,0.405744,0.017393
63,2.1333,720,1280,346,509,302,506,533,1222,0.021752,0.469266,0.285897,-0.229436,0.47188,0.282816,-0.222185,0.473437,0.282655,-0.222195,0.475049,0.282515,-0.22222,0.467012,0.28306,-0.223198,0.465051,0.283059,-0.223249,0.463069,0.283062,-0.223283,0.477846,0.283012,-0.156455,0.460368,0.283702,-0.162355,0.472709,0.288662,-0.202472,0.466214,0.288779,-0.204303,0.495306,0.29672,-0.09309,0.445409,0.297044,-0.107745,0.508991,0.318366,-0.055155,0.431889,0.318083,-0.088438,0.523321,0.338979,-0.102807,0.432476,0.337376,-0.133702,0.527205,0.344111,-0.116763,0.430835,0.343199,-0.14726,0.523876,0.344611,-0.136012,0.43541,0.342459,-0.166847,0.521814,0.342907,-0.111137,0.437925,0.340592,-0.141637,0.490634,0.337717,0.001749,0.460628,0.339788,-0.001679,0.489598,0.366704,-0.091309,0.46563,0.367157,-0.010107,0.493232,0.398555,-0.054845,0.468503,0.397039,0.095941,0.490431,0.403587,-0.055786,0.470488,0.400784,0.098697,0.498368,0.405424,-0.137951,0.471021,0.40567,0.011343
64,2.1667,720,1280,347,509,302,506,533,1221,0.022211,0.470018,0.286177,-0.242888,0.472735,0.283157,-0.235912,0.474339,0.283035,-0.235925,0.47601,0.282909,-0.235955,0.467868,0.283386,-0.236291,0.465964,0.283425,-0.236346,0.464024,0.283476,-0.23638,0.479024,0.283394,-0.170433,0.461704,0.284199,-0.172913,0.473538,0.28905,-0.216071,0.467111,0.289151,-0.216891,0.49693,0.297973,-0.106766,0.447004,0.29759,-0.114962,0.510437,0.319076,-0.071691,0.432904,0.318297,-0.093598,0.526818,0.339663,-0.11974,0.43335,0.337524,-0.13993,0.531486,0.344153,-0.134242,0.432144,0.343261,-0.154136,0.527975,0.344614,-0.153732,0.436316,0.342376,-0.174043,0.525484,0.343053,-0.128267,0.438598,0.340569,-0.14813,0.491082,0.338681,-0.001101,0.461339,0.340718,0.001172,0.490009,0.367656,-0.086343,0.46608,0.367368,-0.009987,0.496092,0.39835,-0.039114,0.469045,0.397296,0.088638,0.494343,0.403542,-0.039157,0.470655,0.401422,0.093322,0.498378,0.405035,-0.123086,0.470204,0.405641,0.012104
65,2.2,720,1280,348,511,301,506,533,1221,0.025624,0.472277,0.286857,-0.231015,0.47476,0.283718,-0.222562,0.476308,0.283564,-0.222582,0.477992,0.283422,-0.222614,0.469836,0.284,-0.223405,0.467836,0.284048,-0.22347,0.465788,0.284115,-0.223502,0.48099,0.284117,-0.153619,0.462901,0.285053,-0.158368,0.475717,0.289746,-0.203506,0.469142,0.289828,-0.205002,0.49869,0.298771,-0.087868,0.448468,0.298755,-0.105793,0.512434,0.320363,-0.053111,0.435273,0.318553,-0.093181,0.528864,0.340664,-0.10322,0.435053,0.337562,-0.145587,0.534008,0.34454,-0.117241,0.43323,0.343415,-0.160646,0.530449,0.344982,-0.13778,0.437634,0.342525,-0.180453,0.527548,0.343703,-0.112087,0.439828,0.340665,-0.153832,0.492415,0.339922,-0.000257,0.461831,0.341669,0.000299,0.491072,0.368095,-0.136952,0.466138,0.367878,-0.024001,0.49804,0.400066,-0.114253,0.469081,0.399365,0.048426,0.497707,0.406386,-0.116704,0.470507,0.404247,0.050636,0.507432,0.407957,-0.207281,0.470179,0.407133,-0.031556
66,2.2333,720,1280,347,512,301,506,532,1221,0.026419,0.473809,0.287719,-0.247098,0.476303,0.284563,-0.238419,0.477829,0.284405,-0.238431,0.479427,0.284253,-0.238452,0.471417,0.284867,-0.239124,0.469414,0.284911,-0.239201,0.467368,0.284981,-0.239241,0.482476,0.285005,-0.16419,0.464597,0.285858,-0.171143,0.477244,0.290574,-0.218795,0.470728,0.29065,-0.220295,0.49953,0.299128,-0.09621,0.450106,0.299392,-0.110267,0.513462,0.320885,-0.063923,0.436989,0.31891,-0.098063,0.530483,0.341947,-0.109291,0.435767,0.33781,-0.15288,0.535731,0.345484,-0.118402,0.433604,0.343569,-0.170019,0.531693,0.345903,-0.138693,0.438043,0.342773,-0.191737,0.52879,0.344834,-0.116432,0.440508,0.340968,-0.162035,0.492666,0.34089,-0.001745,0.462923,0.342376,0.001799,0.491148,0.369734,-0.098154,0.46608,0.369229,-0.00104,0.497858,0.401486,-0.010721,0.468577,0.39893,0.108431,0.499303,0.407565,-0.00796,0.470403,0.403462,0.115358,0.502677,0.409115,-0.090284,0.467627,0.406939,0.038074
67,2.2667,720,1280,348,512,301,506,532,1221,0.026829,0.475936,0.287939,-0.244692,0.478403,0.284867,-0.236766,0.479965,0.284745,-0.236775,0.481627,0.284635,-0.236803,0.473588,0.285072,-0.23772,0.471592,0.285089,-0.237769,0.469548,0.28513,-0.237791,0.484553,0.285522,-0.167675,0.466279,0.28606,-0.17262,0.479267,0.290876,-0.216858,0.47263,0.290809,-0.218315,0.500979,0.29977,-0.102657,0.451358,0.299766,-0.1147,0.515,0.321608,-0.07064,0.439275,0.320029,-0.096889,0.531172,0.342693,-0.113735,0.437087,0.338277,-0.148724,0.536046,0.346323,-0.133046,0.434376,0.344336,-0.165156,0.532103,0.346783,-0.151432,0.438723,0.343532,-0.186288,0.52939,0.345721,-0.121993,0.441048,0.341645,-0.157426,0.494055,0.341253,-0.003946,0.463915,0.34274,0.004014,0.491668,0.369813,-0.136423,0.466156,0.369843,0.054949,0.498222,0.402745,-0.103747,0.468457,0.398718,0.188947,0.499,0.408598,-0.105283,0.470103,0.403062,0.198167,0.500527,0.410623,-0.203255,0.467101,0.406811,0.126585
68,2.3,720,1280,347,511,301,505,532,1220,0.026419,0.477849,0.287989,-0.249932,0.480396,0.284964,-0.241892,0.48201,0.284868,-0.241905,0.48372,0.284785,-0.241936,0.475569,0.285094,-0.242539,0.473597,0.285094,-0.242606,0.471647,0.285125,-0.242639,0.486742,0.285673,-0.170154,0.468267,0.286043,-0.176141,0.481051,0.290948,-0.221749,0.474434,0.29082,-0.22325,0.503214,0.300253,-0.111735,0.453647,0.299638,-0.115502,0.516682,0.322407,-0.088099,0.441647,0.32063,-0.100709,0.53164,0.343309,-0.14994,0.43927,0.339528,-0.152571,0.536409,0.347138,-0.169546,0.436453,0.345516,-0.169666,0.532622,0.347759,-0.188269,0.44102,0.345061,-0.190994,0.530138,0.346599,-0.158474,0.443067,0.343171,-0.161274,0.495372,0.341459,-0.007777,0.465156,0.342717,0.007855,0.492514,0.370089,-0.115835,0.466137,0.36968,0.090466,0.4977,0.402839,-0.080666,0.468022,0.396748,0.259969,0.497359,0.408028,-0.08189,0.469805,0.398253,0.273634,0.500297,0.41281,-0.178226,0.465699,0.405109,0.209965
69,2.3333,720,1280,348,509,301,505,532,1220,0.024296,0.480147,0.287977,-0.252225,0.482791,0.284957,-0.244939,0.48442,0.284862,-0.24495,0.486138,0.284782,-0.24498,0.477837,0.285077,-0.245661,0.475832,0.28506,-0.245715,0.473844,0.285072,-0.245744,0.48893,0.285663,-0.175055,0.470074,0.285981,-0.179853,0.483305,0.290933,-0.224276,0.476522,0.2908,-0.225575,0.504988,0.300169,-0.113132,0.455169,0.299626,-0.118777,0.517491,0.322482,-0.089096,0.443098,0.321679,-0.10111,0.531368,0.343577,-0.151748,0.440881,0.342277,-0.152158,0.536378,0.347815,-0.171034,0.43808,0.348265,-0.169056,0.532913,0.348554,-0.189647,0.442389,0.348065,-0.19027,0.530445,0.347221,-0.16021,0.444417,0.346161,-0.160758,0.496896,0.34163,-0.007629,0.466059,0.342929,0.007696,0.494302,0.370137,-0.105719,0.466527,0.369525,0.087618,0.499145,0.401655,-0.053297,0.46796,0.393713,0.265486,0.498345,0.406592,-0.052384,0.46959,0.394794,0.280309,0.49981,0.411593,-0.14484,0.465961,0.404516,0.218238
70,2.3667,720,1280,348,510,301,505,531,1220,0.0255,0.48167,0.287541,-0.251978,0.484414,0.284598,-0.245317,0.486133,0.284568,-0.24533,0.487873,0.284553,-0.24536,0.479173,0.284537,-0.246167,0.477113,0.284479,-0.246213,0.475025,0.284435,-0.246248,0.490672,0.285516,-0.177258,0.471293,0.285277,-0.181525,0.484855,0.290657,-0.224136,0.47797,0.290406,-0.225407,0.506403,0.299932,-0.113945,0.455683,0.299021,-0.120768,0.518056,0.32232,-0.088515,0.444239,0.322371,-0.100922,0.530484,0.343501,-0.148512,0.441448,0.343666,-0.151817,0.535322,0.34809,-0.166907,0.438475,0.349933,-0.168486,0.531761,0.348802,-0.18549,0.442837,0.350024,-0.189782,0.529343,0.347388,-0.156866,0.444981,0.348035,-0.160374,0.49764,0.341777,-0.008436,0.466663,0.343286,0.008496,0.49511,0.370927,-0.103197,0.46696,0.371754,0.087661,0.499078,0.403326,-0.055542,0.467996,0.393979,0.276812,0.500625,0.411148,-0.055194,0.470202,0.395163,0.293212,0.499408,0.413679,-0.147806,0.466178,0.404532,0.234597
71,2.4,720,1280,348,505,300,505,531,1220,0.019639,0.482491,0.286699,-0.294142,0.485307,0.283729,-0.288279,0.486986,0.283704,-0.288281,0.488785,0.283707,-0.288312,0.480141,0.283606,-0.289256,0.4781,0.283508,-0.289304,0.476081,0.283428,-0.289335,0.491592,0.284644,-0.218766,0.47219,0.284183,-0.223121,0.485585,0.289807,-0.264819,0.478771,0.289463,-0.266166,0.507763,0.299084,-0.153372,0.456356,0.298247,-0.155456,0.519905,0.322216,-0.122649,0.446297,0.322768,-0.132214,0.530134,0.343302,-0.182744,0.442463,0.344583,-0.188549,0.534995,0.348365,-0.205035,0.439556,0.351001,-0.209589,0.531247,0.348917,-0.224422,0.443714,0.351065,-0.233603,0.528734,0.347413,-0.191787,0.445803,0.348992,-0.198846,0.499458,0.341685,-0.009645,0.468131,0.343202,0.009659,0.495194,0.370824,0.001956,0.466966,0.36987,0.12542,0.499889,0.401028,0.110416,0.468189,0.388355,0.320232,0.501422,0.406374,0.117253,0.470178,0.389348,0.337237,0.499233,0.413268,0.034518,0.467354,0.402386,0.276604
72,2.4333,720,1280,348,504,300,505,531,1220,0.018373,0.482582,0.285713,-0.285663,0.485556,0.282717,-0.279958,0.487358,0.282704,-0.279963,0.489246,0.282713,-0.27999,0.480188,0.282596,-0.280602,0.478157,0.282508,-0.280643,0.476151,0.282412,-0.280677,0.492491,0.283727,-0.212391,0.472658,0.283177,-0.214975,0.486023,0.288863,-0.257068,0.479025,0.288508,-0.257919,0.508953,0.298054,-0.148865,0.45643,0.297702,-0.148282,0.521642,0.321902,-0.118664,0.447011,0.32286,-0.122515,0.530383,0.343221,-0.180201,0.44244,0.345149,-0.177959,0.534504,0.348437,-0.201872,0.439719,0.351333,-0.197716,0.531042,0.348971,-0.220615,0.443938,0.35157,-0.221514,0.528387,0.347348,-0.18887,0.446076,0.34944,-0.188071,0.500971,0.341935,-0.010637,0.46843,0.343125,0.010621,0.495723,0.370517,0.008169,0.46737,0.367774,0.135041,0.499142,0.400906,0.117804,0.469495,0.386882,0.336241,0.500182,0.404411,0.124587,0.471898,0.38799,0.353988,0.495565,0.412109,0.042737,0.469285,0.401999,0.297514
73,2.4667,720,1280,349,504,300,505,531,1219,0.018831,0.483043,0.285072,-0.289631,0.486135,0.281998,-0.284225,0.487901,0.281984,-0.284219,0.489791,0.281984,-0.284241,0.480571,0.281894,-0.284816,0.478427,0.281799,-0.284861,0.476347,0.281685,-0.284891,0.493155,0.282904,-0.214947,0.473036,0.282346,-0.217956,0.486543,0.288196,-0.260172,0.479348,0.287924,-0.261153,0.509737,0.296823,-0.147473,0.456899,0.296574,-0.148729,0.522912,0.32139,-0.109705,0.447793,0.322816,-0.119653,0.530519,0.343374,-0.167786,0.442291,0.344726,-0.174733,0.534114,0.34873,-0.187422,0.439332,0.350911,-0.194429,0.530937,0.349193,-0.20654,0.443736,0.351059,-0.218201,0.528196,0.347494,-0.176409,0.445931,0.349038,-0.184891,0.501766,0.342049,-0.009773,0.469029,0.343082,0.009803,0.495708,0.370474,0.021554,0.467999,0.368064,0.098667,0.498717,0.400736,0.154925,0.471999,0.387555,0.282672,0.49967,0.403572,0.164286,0.474759,0.388495,0.298479,0.494938,0.411544,0.087028,0.471748,0.402126,0.235243
74,2.5,720,1280,350,504,300,504,531,1219,0.020457,0.483332,0.284422,-0.287402,0.486452,0.281258,-0.281832,0.488254,0.2812,-0.28183,0.490152,0.28116,-0.28185,0.480712,0.281266,-0.282457,0.478539,0.281208,-0.282501,0.476461,0.281133,-0.282531,0.493569,0.282066,-0.212635,0.473237,0.281862,-0.215728,0.487009,0.28755,-0.258031,0.479712,0.287379,-0.259054,0.510608,0.296031,-0.146899,0.457466,0.296229,-0.146041,0.523383,0.320731,-0.10825,0.447862,0.322429,-0.117564,0.531193,0.34333,-0.163397,0.441726,0.344392,-0.171737,0.533816,0.34879,-0.182475,0.438827,0.350482,-0.191362,0.530778,0.349243,-0.202416,0.443214,0.350557,-0.215578,0.528461,0.347508,-0.172274,0.445373,0.348592,-0.18213,0.502485,0.34199,-0.008936,0.469145,0.342898,0.008967,0.495841,0.370322,0.036153,0.468581,0.368235,0.07679,0.498423,0.399818,0.175642,0.474141,0.387822,0.253725,0.499216,0.402312,0.185228,0.477247,0.390075,0.268885,0.494851,0.411183,0.108925,0.473983,0.405413,0.193605
75,2.5333,720,1280,350,509,300,504,530,1219,0.026723,0.48404,0.283998,-0.304433,0.487146,0.280827,-0.298282,0.488843,0.280743,-0.298291,0.490635,0.280682,-0.298326,0.481369,0.280859,-0.29886,0.479095,0.2808,-0.298915,0.476983,0.280729,-0.298947,0.493795,0.281563,-0.225971,0.4736,0.281479,-0.229062,0.487706,0.287102,-0.273955,0.480204,0.286886,-0.274993,0.511161,0.295532,-0.15848,0.457518,0.29624,-0.152648,0.525157,0.320583,-0.119987,0.447186,0.322391,-0.117374,0.531766,0.343342,-0.174924,0.44162,0.344154,-0.173387,0.533987,0.348769,-0.194595,0.438193,0.350221,-0.193258,0.531012,0.349235,-0.216301,0.441392,0.350329,-0.218944,0.528973,0.347573,-0.184248,0.443897,0.348464,-0.184557,0.503281,0.341976,-0.008542,0.469317,0.342873,0.008574,0.496061,0.370269,0.023761,0.46931,0.368917,0.036301,0.498262,0.399748,0.169179,0.476632,0.395814,0.191482,0.498936,0.402127,0.179066,0.480077,0.399491,0.203263,0.494917,0.411379,0.100761,0.475911,0.410799,0.123172
76,2.5667,720,1280,351,510,299,504,530,1218,0.028937,0.484046,0.283944,-0.361257,0.487101,0.280767,-0.354555,0.488862,0.280643,-0.354565,0.490608,0.280538,-0.354617,0.481308,0.280893,-0.353707,0.479068,0.280861,-0.353775,0.477015,0.280831,-0.353805,0.494035,0.28135,-0.276177,0.47389,0.281625,-0.272861,0.487977,0.287058,-0.328628,0.480397,0.286855,-0.327836,0.512203,0.295662,-0.201687,0.457603,0.296296,-0.185919,0.526281,0.320551,-0.171929,0.446674,0.322428,-0.147296,0.532487,0.343301,-0.229352,0.439866,0.344192,-0.207227,0.534589,0.348683,-0.252584,0.436363,0.350109,-0.230026,0.53137,0.349152,-0.275371,0.438829,0.350366,-0.256774,0.529373,0.347505,-0.239198,0.441401,0.348603,-0.219145,0.503524,0.341995,-0.008234,0.469672,0.34282,0.008256,0.496042,0.370633,0.035493,0.470821,0.369321,0.043892,0.498245,0.399911,0.193411,0.478483,0.397603,0.224471,0.498798,0.402211,0.204538,0.48086,0.400477,0.238383,0.49488,0.411739,0.119643,0.478113,0.411118,0.139529
77,2.6,720,1280,352,513,299,503,530,1218,0.034349,0.484252,0.284092,-0.325042,0.487298,0.280915,-0.318504,0.489102,0.280776,-0.318522,0.490732,0.280647,-0.318567,0.481418,0.281061,-0.318029,0.479189,0.281031,-0.318091,0.477167,0.280997,-0.318126,0.494068,0.281352,-0.245047,0.474169,0.281788,-0.243207,0.4882,0.287186,-0.29434,0.480675,0.287008,-0.293881,0.512484,0.295712,-0.17843,0.457615,0.296366,-0.173284,0.527066,0.320292,-0.15158,0.446334,0.32264,-0.125289,0.533253,0.342897,-0.206269,0.43707,0.344532,-0.189464,0.535134,0.348658,-0.226827,0.433002,0.350207,-0.208623,0.531673,0.348988,-0.248189,0.434534,0.350598,-0.247574,0.529669,0.34735,-0.215408,0.437042,0.348968,-0.206281,0.503776,0.341972,-0.010581,0.470016,0.342792,0.010625,0.495937,0.370611,0.010072,0.471953,0.369407,0.000362,0.497288,0.401059,0.166629,0.480819,0.40181,0.119027,0.498538,0.404278,0.203167,0.483768,0.405706,0.126126,0.494354,0.411787,0.104593,0.477248,0.413218,0.043162
78,2.6333,720,1280,351,513,299,503,529,1218,0.033875,0.484015,0.284285,-0.307868,0.487057,0.280978,-0.297299,0.488871,0.280806,-0.297334,0.490513,0.280686,-0.297376,0.481257,0.281231,-0.296569,0.47909,0.28125,-0.296648,0.477087,0.281261,-0.296702,0.493973,0.281483,-0.217615,0.47435,0.281965,-0.216003,0.488025,0.287348,-0.275025,0.480552,0.287284,-0.2743,0.512844,0.295796,-0.151886,0.457677,0.297013,-0.136985,0.52784,0.320198,-0.122237,0.44611,0.323884,-0.098523,0.533898,0.342354,-0.168659,0.433391,0.346414,-0.156891,0.536005,0.348517,-0.184496,0.427252,0.351826,-0.174194,0.532335,0.348774,-0.204543,0.428298,0.352504,-0.201221,0.530277,0.347176,-0.176735,0.431579,0.350753,-0.168799,0.504112,0.341953,-0.00675,0.470358,0.342784,0.006805,0.495856,0.370153,-0.049343,0.473441,0.368043,-0.126152,0.496251,0.40091,0.105918,0.481118,0.401754,-0.00588,0.497431,0.404079,0.125416,0.48312,0.405621,0.001818,0.494375,0.412613,0.031977,0.480189,0.414872,-0.093723
79,2.6667,720,1280,352,514,299,503,529,1217,0.035621,0.483913,0.285022,-0.243842,0.486971,0.28176,-0.234629,0.488786,0.281574,-0.234663,0.490402,0.281439,-0.234715,0.481218,0.28209,-0.23468,0.479053,0.282187,-0.234764,0.477037,0.282285,-0.234835,0.49379,0.281974,-0.161074,0.474355,0.283051,-0.16241,0.487911,0.288175,-0.214501,0.480433,0.288305,-0.215017,0.51287,0.296409,-0.101557,0.458111,0.29826,-0.096309,0.528318,0.3202,-0.075887,0.445501,0.324654,-0.069069,0.534379,0.342169,-0.126213,0.430276,0.347342,-0.116898,0.536534,0.348371,-0.139998,0.423274,0.352468,-0.127897,0.532735,0.348584,-0.158814,0.425159,0.353321,-0.150071,0.53062,0.347008,-0.133725,0.428484,0.35174,-0.125956,0.504949,0.34196,-0.000847,0.470924,0.343206,0.000897,0.496456,0.365593,-0.183314,0.477375,0.369699,-0.099196,0.495937,0.397939,-0.11614,0.483312,0.406466,-0.023719,0.496554,0.403566,-0.112661,0.484252,0.4107,-0.021633,0.495248,0.411528,-0.199135,0.482483,0.41699,-0.116091
80,2.7,720,1280,351,516,298,503,529,1217,0.038222,0.483746,0.285975,-0.252986,0.4868,0.282756,-0.244277,0.488601,0.282523,-0.244311,0.490229,0.282339,-0.244358,0.481065,0.283273,-0.244584,0.478912,0.283486,-0.244658,0.476899,0.283701,-0.244728,0.493599,0.282709,-0.170472,0.474382,0.284553,-0.173034,0.487733,0.289031,-0.223304,0.480327,0.289474,-0.224181,0.512954,0.297069,-0.10749,0.458375,0.299849,-0.10668,0.528561,0.320364,-0.078963,0.444443,0.326267,-0.077508,0.534798,0.342088,-0.127842,0.427185,0.349948,-0.126724,0.537172,0.348284,-0.141355,0.419047,0.35467,-0.138315,0.533172,0.348493,-0.159809,0.421355,0.355687,-0.161845,0.530862,0.346947,-0.13533,0.425191,0.354467,-0.136402,0.505017,0.343336,0.004595,0.471326,0.344619,-0.004582,0.496399,0.36563,-0.105674,0.479988,0.372115,-0.115267,0.4949,0.398261,-0.008,0.482877,0.409171,-0.056195,0.493297,0.403711,-0.001577,0.483263,0.417006,-0.055457,0.49524,0.411023,-0.077843,0.487286,0.420739,-0.151881
81,2.7333,720,1280,352,516,298,502,528,1216,0.039837,0.483639,0.287225,-0.28912,0.486669,0.283989,-0.278567,0.488466,0.283779,-0.278595,0.4901,0.283617,-0.278641,0.480958,0.284473,-0.27917,0.478811,0.284668,-0.279251,0.476801,0.284845,-0.279306,0.493507,0.284107,-0.195862,0.474296,0.285772,-0.200089,0.487605,0.290313,-0.25685,0.480221,0.290755,-0.257951,0.512665,0.299071,-0.126751,0.458421,0.301866,-0.128913,0.528354,0.321304,-0.109682,0.443605,0.328226,-0.106275,0.534846,0.342135,-0.16775,0.424937,0.352202,-0.160659,0.53735,0.348276,-0.184733,0.416654,0.356386,-0.176391,0.533314,0.348483,-0.202868,0.418732,0.357149,-0.199267,0.530957,0.346985,-0.175669,0.422623,0.355967,-0.170908,0.505012,0.344081,0.005169,0.472262,0.346052,-0.005143,0.496288,0.365662,-0.088884,0.482236,0.372907,-0.103536,0.494913,0.398364,0.0073,0.484765,0.408255,-0.008694,0.493443,0.402577,0.021296,0.483528,0.413506,-0.00403,0.495332,0.411006,-0.040865,0.488153,0.419397,-0.099959
82,2.7667,720,1280,352,518,298,502,528,1216,0.042375,0.483548,0.288204,-0.263408,0.486507,0.28504,-0.252337,0.488302,0.284848,-0.252361,0.489878,0.284676,-0.252396,0.480834,0.285399,-0.253585,0.4787,0.285479,-0.253654,0.476696,0.285542,-0.253707,0.493218,0.285158,-0.169984,0.474192,0.286386,-0.176835,0.487411,0.291309,-0.230707,0.480182,0.29152,-0.232884,0.512584,0.299703,-0.10207,0.458368,0.303062,-0.109555,0.528085,0.321951,-0.073399,0.443066,0.329416,-0.083812,0.535189,0.342191,-0.131101,0.424984,0.352761,-0.138582,0.537958,0.348303,-0.145709,0.417165,0.357144,-0.151994,0.534161,0.348515,-0.165385,0.418956,0.357968,-0.175676,0.531699,0.347089,-0.139333,0.422735,0.35675,-0.14847,0.505286,0.345087,0.008432,0.47322,0.347099,-0.008434,0.499438,0.367063,-0.127214,0.483315,0.374557,-0.125138,0.494372,0.396967,-0.005066,0.485759,0.412567,-0.063437,0.492594,0.39956,0.004974,0.483011,0.419895,-0.062346,0.4953,0.408457,-0.067134,0.493561,0.424343,-0.161571
83,2.8,720,1280,352,516,297,502,528,1216,0.04031,0.483274,0.288233,-0.287337,0.486184,0.285111,-0.276058,0.48798,0.284938,-0.27608,0.489565,0.284784,-0.276101,0.480451,0.285446,-0.277082,0.478337,0.285512,-0.277139,0.476305,0.285571,-0.277187,0.493003,0.285388,-0.190198,0.473702,0.286507,-0.198699,0.487177,0.291369,-0.254613,0.479876,0.291484,-0.256702,0.512446,0.300208,-0.123299,0.457659,0.304071,-0.127939,0.527878,0.322727,-0.10316,0.443011,0.33012,-0.097532,0.53521,0.34259,-0.170071,0.425763,0.352548,-0.156944,0.538447,0.348598,-0.188653,0.418322,0.357146,-0.173914,0.534588,0.348839,-0.209206,0.42015,0.357757,-0.198192,0.532015,0.347532,-0.178999,0.423517,0.356585,-0.16766,0.505965,0.345648,0.009225,0.473475,0.347953,-0.009234,0.499177,0.367261,-0.026405,0.484796,0.376129,-0.09348,0.494164,0.395407,0.152058,0.486286,0.411515,-0.004434,0.491309,0.397717,0.167086,0.482827,0.417947,-0.000521,0.494981,0.408461,0.098929,0.491211,0.423017,-0.100064
