frame,time_s,frame_w,frame_h,body_x,body_y,far_ep_x,far_ep_y,near_ep_x,near_ep_y,t_along,lm_00_x,lm_00_y,lm_00_z,lm_01_x,lm_01_y,lm_01_z,lm_02_x,lm_02_y,lm_02_z,lm_03_x,lm_03_y,lm_03_z,lm_04_x,lm_04_y,lm_04_z,lm_05_x,lm_05_y,lm_05_z,lm_06_x,lm_06_y,lm_06_z,lm_07_x,lm_07_y,lm_07_z,lm_08_x,lm_08_y,lm_08_z,lm_09_x,lm_09_y,lm_09_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,lm_21_x,lm_21_y,lm_21_z,lm_22_x,lm_22_y,lm_22_z,lm_23_x,lm_23_y,lm_23_z,lm_24_x,lm_24_y,lm_24_z,lm_25_x,lm_25_y,lm_25_z,lm_26_x,lm_26_y,lm_26_z,lm_27_x,lm_27_y,lm_27_z,lm_28_x,lm_28_y,lm_28_z,lm_29_x,lm_29_y,lm_29_z,lm_30_x,lm_30_y,lm_30_z,lm_31_x,lm_31_y,lm_31_z,lm_32_x,lm_32_y,lm_32_z
149,5.0,720,1280,331,557,232,470,454,1157,0.156828,0.44255,0.273433,-0.453882,0.447991,0.268123,-0.447301,0.451369,0.267721,-0.447265,0.454766,0.267354,-0.447284,0.438658,0.268617,-0.444136,0.435763,0.268523,-0.44422,0.433453,0.268414,-0.444284,0.461118,0.268289,-0.347678,0.432291,0.269079,-0.336194,0.44952,0.277472,-0.411731,0.438019,0.277993,-0.408629,0.495375,0.290692,-0.235967,0.41097,0.293045,-0.233127,0.520893,0.326027,-0.167761,0.395838,0.332292,-0.178251,0.540507,0.359016,-0.22982,0.379357,0.367241,-0.242657,0.550486,0.36746,-0.250509,0.372412,0.375174,-0.265313,0.546247,0.368783,-0.283166,0.377202,0.375908,-0.297912,0.542096,0.366143,-0.242776,0.379995,0.373515,-0.256552,0.486792,0.360194,0.017699,0.436201,0.361131,-0.017859,0.480426,0.401778,0.142196,0.448132,0.403124,0.020189,0.474441,0.423168,0.457087,0.447016,0.448061,0.224267,0.46773,0.424506,0.487725,0.446504,0.452018,0.240867,0.477735,0.445278,0.412745,0.458726,0.465813,0.131268
150,5.0333,720,1280,331,557,231,469,453,1157,0.158323,0.443946,0.271181,-0.481989,0.449203,0.265963,-0.474853,0.452532,0.265616,-0.474813,0.455787,0.265346,-0.474836,0.439837,0.266275,-0.473321,0.436853,0.266141,-0.473408,0.434193,0.266032,-0.473467,0.461786,0.266278,-0.368186,0.431928,0.267135,-0.363973,0.450692,0.275539,-0.436722,0.439191,0.276096,-0.435651,0.495898,0.289406,-0.254461,0.410258,0.291473,-0.251802,0.520719,0.326024,-0.180434,0.395532,0.331875,-0.189034,0.539245,0.36012,-0.244186,0.379678,0.366931,-0.264122,0.54662,0.369037,-0.269248,0.374791,0.375287,-0.291478,0.543023,0.370152,-0.302995,0.380307,0.375855,-0.32675,0.539485,0.367248,-0.257763,0.383462,0.373347,-0.279474,0.486944,0.36011,0.010269,0.43636,0.361015,-0.010425,0.481413,0.402156,0.130008,0.446432,0.403951,0.080714,0.474653,0.423723,0.450415,0.445212,0.447924,0.337048,0.468192,0.42491,0.480311,0.445288,0.449574,0.35895,0.47766,0.449911,0.394545,0.457364,0.465645,0.250671
151,5.0667,720,1280,330,563,230,469,452,1156,0.16648,0.444844,0.269336,-0.464053,0.450011,0.264212,-0.456655,0.453305,0.263885,-0.456625,0.456507,0.263659,-0.456644,0.440712,0.264584,-0.455297,0.437739,0.264493,-0.455379,0.434957,0.264458,-0.455438,0.462404,0.264623,-0.353821,0.432224,0.265764,-0.348771,0.451524,0.273778,-0.42021,0.440122,0.274397,-0.41888,0.496199,0.288293,-0.250078,0.410334,0.289966,-0.242136,0.520637,0.325934,-0.151587,0.394362,0.330844,-0.183728,0.538446,0.360065,-0.22024,0.380572,0.366734,-0.258828,0.543542,0.369092,-0.244492,0.377146,0.375433,-0.285871,0.539749,0.369882,-0.27749,0.383777,0.375891,-0.31989,0.536719,0.366948,-0.233766,0.387494,0.373173,-0.273778,0.487441,0.359965,0.008836,0.436707,0.360926,-0.008985,0.484061,0.40347,0.09138,0.445217,0.403607,0.087155,0.47479,0.432229,0.392034,0.444311,0.447769,0.353083,0.468481,0.43465,0.418645,0.444814,0.449283,0.375674,0.477981,0.456975,0.323506,0.455665,0.466076,0.269553
152,5.1,720,1280,330,570,229,468,450,1155,0.177406,0.445236,0.269079,-0.453225,0.450286,0.26392,-0.448937,0.453629,0.263567,-0.448842,0.456864,0.263316,-0.448788,0.440995,0.264452,-0.446728,0.438008,0.264425,-0.446806,0.435128,0.264409,-0.446827,0.462779,0.264223,-0.349224,0.432331,0.265553,-0.340898,0.451953,0.273441,-0.409191,0.440439,0.274106,-0.407093,0.496477,0.287926,-0.239282,0.410238,0.288399,-0.226465,0.520804,0.325931,-0.146334,0.393807,0.328925,-0.163064,0.538093,0.359598,-0.217988,0.384043,0.365985,-0.244343,0.542335,0.368432,-0.243423,0.379719,0.375084,-0.273039,0.538393,0.369145,-0.277044,0.387029,0.375701,-0.308936,0.535342,0.366372,-0.231795,0.391351,0.372937,-0.259927,0.487674,0.35958,0.003717,0.436586,0.360805,-0.003833,0.48561,0.404166,0.0926,0.443175,0.403735,0.062053,0.474849,0.44257,0.33613,0.44412,0.448501,0.280246,0.469206,0.44616,0.354442,0.44556,0.451693,0.29711,0.47876,0.462395,0.250332,0.451061,0.467126,0.183477
153,5.1333,720,1280,331,574,228,468,449,1155,0.183531,0.445595,0.269478,-0.397146,0.450627,0.264326,-0.391586,0.453956,0.264037,-0.391534,0.457166,0.263816,-0.391512,0.441351,0.264724,-0.39049,0.438353,0.264691,-0.390561,0.435411,0.264675,-0.390591,0.463047,0.264592,-0.29716,0.432466,0.265807,-0.295271,0.452234,0.273909,-0.356584,0.440655,0.2745,-0.356003,0.49666,0.287778,-0.191889,0.409752,0.288855,-0.199627,0.520759,0.325927,-0.110093,0.39302,0.328618,-0.146488,0.538009,0.359254,-0.169049,0.385739,0.364433,-0.213102,0.54249,0.367998,-0.189122,0.381746,0.374681,-0.235268,0.538795,0.368712,-0.219904,0.389774,0.374614,-0.267636,0.535645,0.366025,-0.181479,0.394439,0.371533,-0.226709,0.487767,0.35936,0.004096,0.436295,0.360741,-0.004226,0.485774,0.403893,0.060033,0.4425,0.403498,0.041152,0.4756,0.44868,0.233073,0.444256,0.449012,0.22227,0.470108,0.45454,0.244587,0.446079,0.454258,0.232387,0.484893,0.466509,0.14787,0.448393,0.467433,0.137788
154,5.1667,720,1280,331,578,227,467,448,1154,0.190551,0.445772,0.269778,-0.359987,0.450745,0.264634,-0.353804,0.454088,0.264392,-0.353766,0.457341,0.264198,-0.35375,0.441405,0.264901,-0.352799,0.438391,0.26484,-0.352864,0.435451,0.264767,-0.352907,0.46308,0.264938,-0.262178,0.432839,0.265921,-0.261162,0.452464,0.274254,-0.32125,0.440913,0.274746,-0.320877,0.496827,0.287986,-0.162346,0.409995,0.288683,-0.178229,0.520326,0.325907,-0.086983,0.39184,0.327557,-0.132639,0.537886,0.359069,-0.140329,0.386261,0.363961,-0.191581,0.542817,0.367812,-0.157178,0.382329,0.374451,-0.211098,0.539267,0.36865,-0.187506,0.390323,0.373915,-0.243346,0.536044,0.36593,-0.152498,0.394736,0.370715,-0.205061,0.487735,0.359293,0.00794,0.436294,0.360712,-0.008039,0.485759,0.404909,0.055836,0.44205,0.40375,-0.009271,0.47735,0.454214,0.178709,0.443734,0.450329,0.125847,0.470971,0.462491,0.184858,0.446117,0.456743,0.133933,0.495485,0.469028,0.090761,0.447312,0.467204,0.026551
155,5.2,720,1280,332,582,226,466,447,1153,0.197995,0.447671,0.269893,-0.346631,0.452617,0.264665,-0.337884,0.455719,0.264527,-0.337868,0.458573,0.264454,-0.337874,0.443427,0.265116,-0.338667,0.440247,0.265056,-0.338736,0.437136,0.264969,-0.338795,0.463784,0.2651,-0.241353,0.432963,0.265955,-0.247698,0.453832,0.274548,-0.306295,0.442017,0.274884,-0.308197,0.49696,0.288137,-0.145135,0.410226,0.288913,-0.167959,0.520335,0.326954,-0.076303,0.39095,0.327336,-0.131292,0.538389,0.359784,-0.137411,0.386606,0.363736,-0.19517,0.543872,0.368489,-0.15684,0.382616,0.374344,-0.21601,0.540477,0.369136,-0.185505,0.391314,0.373626,-0.247202,0.537206,0.366525,-0.149457,0.395776,0.3704,-0.208037,0.487633,0.359577,0.007252,0.436351,0.361134,-0.00729,0.484773,0.407122,-0.0356,0.441822,0.403595,-0.025544,0.479785,0.459028,0.070304,0.443397,0.451519,0.129192,0.473533,0.467741,0.074378,0.445997,0.45919,0.139434,0.495261,0.474419,-0.036359,0.447166,0.468497,0.02647
156,5.2333,720,1280,332,584,225,466,446,1153,0.201058,0.450306,0.270739,-0.29142,0.455212,0.265874,-0.281812,0.458173,0.265858,-0.281815,0.460933,0.265885,-0.281818,0.446132,0.265923,-0.283297,0.442839,0.265874,-0.283361,0.439539,0.265845,-0.283425,0.465518,0.266439,-0.187255,0.433966,0.266869,-0.196735,0.455973,0.275634,-0.251879,0.443899,0.275948,-0.254725,0.497085,0.290196,-0.09609,0.410323,0.288953,-0.12656,0.520239,0.328322,-0.031306,0.391155,0.327413,-0.09181,0.53991,0.361182,-0.097814,0.387327,0.36317,-0.155029,0.547037,0.369407,-0.115677,0.383118,0.374062,-0.174259,0.544232,0.370081,-0.144207,0.392259,0.373277,-0.204882,0.540257,0.367548,-0.11026,0.396827,0.370057,-0.167522,0.487535,0.36115,0.007111,0.436372,0.362256,-0.007107,0.483668,0.407707,-0.082156,0.44095,0.403498,-0.046282,0.481721,0.460932,-0.026729,0.442184,0.452975,0.078861,0.474768,0.47063,-0.027749,0.44489,0.459887,0.085771,0.495483,0.475209,-0.140854,0.44617,0.469309,-0.025189
157,5.2667,720,1280,333,588,224,466,445,1152,0.207496,0.451569,0.272566,-0.297265,0.456691,0.267781,-0.28845,0.459693,0.267755,-0.288439,0.462422,0.2678,-0.288452,0.447629,0.267824,-0.288939,0.444338,0.267842,-0.288998,0.441133,0.267878,-0.289062,0.467332,0.268416,-0.196815,0.43579,0.269016,-0.200639,0.457386,0.277585,-0.258538,0.445301,0.277875,-0.259812,0.497778,0.293111,-0.106081,0.411876,0.289693,-0.130116,0.520393,0.330692,-0.045382,0.391341,0.327448,-0.096541,0.542729,0.364065,-0.113437,0.387632,0.363002,-0.15875,0.551068,0.371728,-0.130652,0.383289,0.374045,-0.177315,0.547758,0.372843,-0.159243,0.392579,0.37318,-0.206931,0.543807,0.370279,-0.125793,0.397149,0.369926,-0.170762,0.487576,0.362938,0.003825,0.436423,0.363673,-0.003762,0.482989,0.411502,-0.152825,0.440787,0.404078,-0.02307,0.483781,0.466982,-0.128508,0.441762,0.452527,0.120755,0.47774,0.477425,-0.132697,0.446209,0.459234,0.131477,0.494513,0.48217,-0.259824,0.444343,0.469008,0.011222
158,5.3,720,1280,332,589,223,466,444,1152,0.208816,0.455494,0.275215,-0.303535,0.45982,0.27071,-0.296022,0.462545,0.270617,-0.296017,0.465054,0.270521,-0.296035,0.45117,0.270831,-0.297098,0.447927,0.27086,-0.297154,0.444679,0.270924,-0.297226,0.469354,0.27083,-0.204836,0.438975,0.271784,-0.211701,0.460837,0.28001,-0.264327,0.449385,0.280488,-0.266466,0.499021,0.29396,-0.111557,0.414757,0.291247,-0.140228,0.520433,0.33148,-0.052416,0.392547,0.328253,-0.10859,0.545092,0.366206,-0.119602,0.38869,0.363079,-0.1693,0.553961,0.373493,-0.135635,0.38407,0.374086,-0.18686,0.55073,0.374533,-0.164034,0.393448,0.37336,-0.217029,0.546483,0.372134,-0.131926,0.398021,0.370174,-0.181374,0.487543,0.364121,0.003091,0.437005,0.364755,-0.003026,0.481542,0.412709,-0.118894,0.440846,0.404008,0.04548,0.483439,0.469523,-0.105979,0.441141,0.451387,0.208493,0.477723,0.479347,-0.110814,0.446316,0.456524,0.219659,0.495391,0.483593,-0.231182,0.443636,0.464957,0.128034
159,5.3333,720,1280,332,587,222,465,443,1152,0.207607,0.457301,0.275946,-0.327611,0.46204,0.271397,-0.319621,0.464824,0.271301,-0.319605,0.467408,0.271232,-0.319598,0.453484,0.271507,-0.318462,0.45038,0.27154,-0.318557,0.447259,0.271612,-0.318623,0.472156,0.271827,-0.220253,0.442205,0.27264,-0.219141,0.462709,0.280685,-0.286683,0.451463,0.281124,-0.287095,0.501679,0.295896,-0.126628,0.417423,0.292701,-0.163381,0.520791,0.333281,-0.093596,0.395633,0.329215,-0.150859,0.546063,0.367908,-0.183946,0.389974,0.363185,-0.227324,0.55464,0.375018,-0.207106,0.384392,0.374336,-0.253346,0.551708,0.375974,-0.234741,0.393622,0.373876,-0.281623,0.547533,0.373573,-0.197119,0.398365,0.370758,-0.239555,0.487796,0.36618,-0.002709,0.437944,0.366889,0.002763,0.481462,0.415884,-0.109547,0.44105,0.40685,0.127989,0.483357,0.471398,-0.020666,0.440787,0.447178,0.404702,0.479298,0.477265,-0.01718,0.448673,0.450757,0.428734,0.492158,0.49097,-0.139594,0.444322,0.464151,0.350649
160,5.3667,720,1280,332,584,222,465,442,1151,0.203921,0.460152,0.27712,-0.38625,0.46509,0.272434,-0.379998,0.467925,0.272359,-0.379975,0.470708,0.272284,-0.380008,0.456514,0.272453,-0.380332,0.453416,0.272445,-0.380402,0.450357,0.272447,-0.380459,0.475803,0.272656,-0.283254,0.44552,0.273321,-0.28544,0.465548,0.281925,-0.344058,0.454339,0.282172,-0.344907,0.505515,0.29667,-0.176861,0.42037,0.293246,-0.203392,0.522052,0.333982,-0.126275,0.399046,0.330296,-0.177974,0.546076,0.368192,-0.210721,0.392253,0.364434,-0.250384,0.554241,0.375911,-0.233477,0.385671,0.37548,-0.275888,0.551244,0.376766,-0.26233,0.39442,0.37531,-0.304774,0.547293,0.374542,-0.223953,0.39922,0.372334,-0.262638,0.48921,0.366093,-0.002435,0.439102,0.366637,0.002458,0.481487,0.414919,-0.105534,0.440721,0.406494,0.109549,0.483332,0.467637,-0.006749,0.439877,0.446388,0.357929,0.479093,0.474988,-0.002224,0.448785,0.45033,0.378373,0.491587,0.485481,-0.124545,0.444412,0.464278,0.292266
161,5.4,720,1280,331,585,221,464,441,1151,0.206252,0.463218,0.277011,-0.388267,0.468451,0.272221,-0.382109,0.47133,0.272128,-0.382081,0.474189,0.272021,-0.38209,0.459636,0.272295,-0.382388,0.456378,0.272287,-0.382455,0.453294,0.272274,-0.382516,0.479581,0.272437,-0.287266,0.448533,0.273161,-0.290259,0.468862,0.281772,-0.347336,0.457414,0.282066,-0.348234,0.509964,0.296878,-0.182407,0.422749,0.293229,-0.206574,0.524652,0.335,-0.118252,0.401022,0.330584,-0.174304,0.545964,0.368037,-0.195457,0.3939,0.365997,-0.245641,0.552647,0.377033,-0.217215,0.387675,0.376779,-0.270779,0.550483,0.377706,-0.246084,0.395963,0.377113,-0.302183,0.546995,0.375133,-0.208395,0.400788,0.374162,-0.258948,0.491448,0.367242,-0.001466,0.439999,0.367359,0.001478,0.483916,0.41673,-0.006145,0.440206,0.409148,0.114739,0.483543,0.467903,0.106079,0.43827,0.446562,0.360473,0.478998,0.474243,0.111202,0.440444,0.448961,0.381006,0.491424,0.485892,-0.003588,0.441194,0.464935,0.293389
162,5.4333,720,1280,331,583,220,464,440,1151,0.204034,0.467674,0.276799,-0.42162,0.472926,0.272002,-0.413414,0.475681,0.271901,-0.413402,0.478656,0.271789,-0.413429,0.463764,0.272088,-0.414543,0.460237,0.272087,-0.414614,0.456855,0.27209,-0.414657,0.483338,0.272324,-0.312327,0.450764,0.272974,-0.318318,0.473121,0.281634,-0.378581,0.460684,0.281871,-0.380345,0.513129,0.297341,-0.209904,0.42352,0.293567,-0.223335,0.527169,0.33599,-0.150923,0.402895,0.332385,-0.177895,0.545628,0.368899,-0.235252,0.396753,0.368281,-0.247988,0.549832,0.378451,-0.261605,0.390328,0.37912,-0.273964,0.547192,0.379139,-0.291087,0.398716,0.379704,-0.306334,0.544109,0.376457,-0.248269,0.403205,0.376684,-0.261498,0.494443,0.36818,-0.004001,0.440652,0.368614,0.004007,0.484588,0.416464,-0.045863,0.438993,0.412388,0.151764,0.48332,0.467093,0.076448,0.436903,0.445056,0.419493,0.478899,0.473317,0.082442,0.43861,0.448731,0.441818,0.488444,0.484599,-0.042568,0.439335,0.464892,0.352717
163,5.4667,720,1280,331,580,219,464,439,1150,0.200803,0.47081,0.27669,-0.465523,0.475665,0.271865,-0.457344,0.478393,0.271752,-0.457343,0.481361,0.271633,-0.457391,0.466865,0.27202,-0.459464,0.463097,0.271867,-0.459542,0.459726,0.271706,-0.459589,0.485363,0.272185,-0.34824,0.452234,0.272447,-0.358203,0.475483,0.281479,-0.418628,0.463387,0.281772,-0.421529,0.51503,0.297045,-0.240156,0.423984,0.293534,-0.249545,0.529068,0.335315,-0.188085,0.404455,0.333195,-0.209314,0.545506,0.368243,-0.284398,0.398008,0.370043,-0.294033,0.54866,0.377896,-0.31688,0.392225,0.380803,-0.324232,0.545226,0.378453,-0.346393,0.400576,0.381615,-0.360612,0.542564,0.375674,-0.297866,0.404452,0.378434,-0.309416,0.496229,0.368358,-0.009229,0.441361,0.36853,0.009223,0.484996,0.415825,-0.023438,0.438964,0.411132,0.214513,0.483289,0.465512,0.120588,0.437158,0.441266,0.525105,0.478577,0.471913,0.128829,0.438901,0.443956,0.551884,0.487375,0.483285,0.003665,0.437828,0.461367,0.468364
164,5.5,720,1280,331,579,219,464,439,1150,0.199481,0.472609,0.276138,-0.462041,0.47728,0.271306,-0.45423,0.480055,0.271206,-0.454215,0.483045,0.271102,-0.454246,0.468517,0.271135,-0.456766,0.464767,0.270822,-0.456842,0.461474,0.270519,-0.456885,0.486927,0.271769,-0.347151,0.453546,0.27113,-0.360484,0.477188,0.281158,-0.416125,0.465203,0.281125,-0.419926,0.517158,0.296663,-0.239557,0.424617,0.293269,-0.257668,0.532119,0.33501,-0.178829,0.406563,0.333312,-0.217906,0.54637,0.368042,-0.26791,0.400085,0.370803,-0.301091,0.548679,0.377815,-0.29859,0.394039,0.381131,-0.332601,0.544854,0.378275,-0.329165,0.402386,0.382051,-0.369022,0.542325,0.375422,-0.2817,0.406203,0.378866,-0.316939,0.498178,0.368544,-0.007679,0.442746,0.368603,0.007658,0.485438,0.41553,0.069777,0.439019,0.410694,0.206115,0.482952,0.464714,0.23855,0.437425,0.440188,0.499894,0.477651,0.471132,0.249682,0.439645,0.442828,0.525093,0.486711,0.482828,0.13974,0.438011,0.461731,0.441612
165,5.5333,720,1280,331,579,218,463,438,1150,0.200919,0.47328,0.274927,-0.441515,0.478299,0.270004,-0.43356,0.481165,0.269974,-0.433528,0.484192,0.269925,-0.433544,0.469301,0.269438,-0.43557,0.465581,0.269042,-0.435642,0.462271,0.268621,-0.435691,0.488354,0.270769,-0.327207,0.454453,0.269375,-0.33785,0.477925,0.280172,-0.396037,0.465714,0.279857,-0.399141,0.519227,0.29662,-0.219028,0.425554,0.292622,-0.240308,0.536881,0.334889,-0.164178,0.407522,0.333173,-0.19874,0.548744,0.369383,-0.241871,0.401538,0.370525,-0.277862,0.549896,0.379578,-0.267687,0.395291,0.381166,-0.307247,0.545478,0.379849,-0.296818,0.40407,0.382035,-0.342502,0.543219,0.376736,-0.254448,0.407916,0.37882,-0.29305,0.499591,0.370188,-0.005667,0.443141,0.369644,0.0056,0.485427,0.417075,0.035177,0.439906,0.412375,0.156211,0.482663,0.46426,0.238019,0.438656,0.440879,0.451699,0.477611,0.470815,0.253033,0.440992,0.444035,0.477405,0.484229,0.485927,0.13829,0.438824,0.466774,0.385201
166,5.5667,720,1280,333,586,218,463,438,1150,0.211006,0.475296,0.274172,-0.450033,0.480049,0.269212,-0.441204,0.482952,0.26915,-0.441196,0.485946,0.26907,-0.441228,0.470818,0.26868,-0.444348,0.466939,0.268282,-0.444426,0.46354,0.267876,-0.444477,0.48964,0.269862,-0.325994,0.455334,0.268565,-0.341667,0.479932,0.279613,-0.400344,0.467488,0.279227,-0.405071,0.521431,0.296167,-0.212372,0.426238,0.292249,-0.236426,0.539293,0.334945,-0.147724,0.407949,0.333947,-0.192131,0.551942,0.370454,-0.231407,0.401065,0.372,-0.276748,0.552874,0.381101,-0.256853,0.395044,0.38285,-0.306737,0.548935,0.381331,-0.288408,0.403639,0.383393,-0.343702,0.546873,0.378222,-0.244218,0.407557,0.380076,-0.292483,0.501336,0.371572,-0.005608,0.444251,0.371288,0.005548,0.485422,0.419961,0.01801,0.441956,0.417746,0.121152,0.481919,0.465789,0.254353,0.445623,0.450203,0.404077,0.4776,0.471058,0.272954,0.449112,0.456952,0.427664,0.483832,0.493221,0.158046,0.445352,0.478723,0.33106
167,5.6,720,1280,336,590,217,463,437,1149,0.21831,0.476189,0.274091,-0.516154,0.481287,0.269041,-0.508306,0.484311,0.268972,-0.508286,0.487452,0.268875,-0.508326,0.471829,0.268591,-0.509741,0.467948,0.268232,-0.509819,0.464469,0.267868,-0.509859,0.491721,0.269504,-0.386418,0.456232,0.268461,-0.394549,0.481081,0.279599,-0.463218,0.46828,0.279219,-0.465684,0.524198,0.295774,-0.261594,0.426705,0.292071,-0.264594,0.542019,0.335257,-0.182233,0.407864,0.334811,-0.200136,0.557073,0.372617,-0.277151,0.4006,0.373827,-0.28614,0.560745,0.383047,-0.308071,0.394597,0.38434,-0.316135,0.556582,0.383181,-0.344994,0.401572,0.385066,-0.356193,0.553713,0.38014,-0.292653,0.405979,0.382088,-0.303088,0.50367,0.371822,-0.005383,0.44533,0.371124,0.005318,0.485401,0.420232,0.011049,0.445433,0.4192,0.107741,0.481691,0.46652,0.286309,0.451668,0.456494,0.413161,0.477933,0.471066,0.308577,0.454547,0.463235,0.439529,0.482797,0.49289,0.186226,0.452815,0.484485,0.32613
168,5.6333,720,1280,337,597,217,463,436,1149,0.227948,0.476911,0.274276,-0.522505,0.482346,0.269115,-0.514315,0.485353,0.269037,-0.514304,0.488423,0.268925,-0.514346,0.472462,0.268713,-0.515489,0.468745,0.268396,-0.515574,0.465147,0.26809,-0.51562,0.493024,0.269491,-0.391508,0.457351,0.26854,-0.398736,0.482141,0.279779,-0.469486,0.469074,0.279508,-0.471694,0.525725,0.295148,-0.26485,0.427432,0.292096,-0.271034,0.545117,0.335224,-0.189424,0.40778,0.336025,-0.210327,0.562405,0.372393,-0.286295,0.397731,0.375897,-0.30122,0.56989,0.382684,-0.317712,0.391293,0.385912,-0.331808,0.565633,0.383036,-0.355035,0.395851,0.386764,-0.372167,0.562106,0.380177,-0.302334,0.400427,0.383934,-0.318472,0.505551,0.371824,-0.004131,0.446979,0.371624,0.004032,0.485418,0.419556,0.006888,0.450542,0.419467,0.040509,0.481265,0.466166,0.27776,0.457273,0.46779,0.304411,0.477931,0.470975,0.299742,0.45815,0.472589,0.325192,0.482868,0.491141,0.181043,0.458263,0.493403,0.1943
169,5.6667,720,1280,339,601,216,462,435,1149,0.235474,0.477594,0.275165,-0.537737,0.483172,0.269814,-0.525667,0.486293,0.269756,-0.525685,0.489434,0.269629,-0.525735,0.47332,0.269492,-0.527597,0.469742,0.269236,-0.527703,0.466245,0.268988,-0.527768,0.494377,0.269817,-0.391376,0.45928,0.269241,-0.40236,0.483104,0.280462,-0.480949,0.470365,0.280247,-0.484381,0.527295,0.295093,-0.260496,0.428235,0.2931,-0.268356,0.548965,0.33523,-0.194537,0.407655,0.338261,-0.207015,0.567891,0.372181,-0.295349,0.392685,0.379475,-0.301485,0.576666,0.382245,-0.325957,0.385325,0.388758,-0.331912,0.572109,0.382686,-0.361875,0.387653,0.389427,-0.372587,0.56844,0.379957,-0.310871,0.392148,0.386658,-0.318762,0.50655,0.373233,0.001353,0.449208,0.373113,-0.001403,0.486252,0.417945,-0.007411,0.456194,0.420172,-0.116757,0.479192,0.465049,0.291009,0.463703,0.474726,0.078651,0.478108,0.469245,0.316639,0.464685,0.479971,0.091586,0.482989,0.486434,0.20583,0.468873,0.495722,-0.054666
170,5.7,720,1280,341,607,216,462,435,1149,0.244244,0.478581,0.276874,-0.444612,0.484256,0.27125,-0.428205,0.487334,0.271127,-0.428239,0.490627,0.270944,-0.428298,0.47443,0.271142,-0.429265,0.470921,0.270997,-0.429356,0.467492,0.270859,-0.42942,0.495591,0.270738,-0.291206,0.460833,0.27111,-0.29723,0.484281,0.282104,-0.387218,0.471517,0.282016,-0.389227,0.529043,0.295816,-0.17372,0.42949,0.296087,-0.177648,0.552206,0.335721,-0.121728,0.407469,0.340551,-0.11821,0.57108,0.371835,-0.221895,0.388982,0.380484,-0.208004,0.58058,0.381813,-0.247753,0.380119,0.389682,-0.230948,0.575316,0.382283,-0.282873,0.382939,0.390926,-0.272569,0.571276,0.37953,-0.236798,0.387476,0.388616,-0.225048,0.507583,0.374014,0.004989,0.450709,0.375307,-0.004986,0.487131,0.415828,-0.188511,0.459818,0.421161,-0.205226,0.477997,0.464954,0.007043,0.469937,0.484185,-0.094265,0.476853,0.469234,0.022291,0.472359,0.493167,-0.091078,0.481625,0.483604,-0.107015,0.47992,0.505943,-0.253751
171,5.7333,720,1280,344,616,215,462,434,1149,0.257821,0.479243,0.279983,-0.391578,0.48509,0.274385,-0.379489,0.488406,0.274305,-0.379537,0.491699,0.274154,-0.379578,0.474836,0.274313,-0.380554,0.471266,0.274205,-0.380609,0.467846,0.274067,-0.380696,0.497011,0.27371,-0.255001,0.461893,0.274043,-0.26132,0.485473,0.285081,-0.338726,0.472229,0.285056,-0.340804,0.53021,0.297064,-0.13873,0.430948,0.299125,-0.15293,0.553657,0.336493,-0.090064,0.407198,0.343785,-0.097899,0.574783,0.371722,-0.184928,0.384049,0.383769,-0.179765,0.585086,0.381572,-0.208068,0.373458,0.39285,-0.197833,0.579004,0.382022,-0.239802,0.376414,0.394273,-0.240398,0.574829,0.379401,-0.198369,0.381317,0.391919,-0.196193,0.508874,0.37664,0.01189,0.451316,0.378608,-0.011938,0.489663,0.413254,-0.092044,0.46739,0.429761,-0.14909,0.480425,0.462746,-0.005289,0.475586,0.499871,-0.161041,0.477039,0.4691,-0.002102,0.477166,0.512736,-0.170758,0.484198,0.473386,-0.119593,0.489343,0.515041,-0.330721
172,5.7667,720,1280,344,619,215,462,434,1149,0.261785,0.480336,0.282788,-0.479674,0.48633,0.277268,-0.466951,0.489705,0.277257,-0.467001,0.49306,0.277156,-0.467038,0.475612,0.276978,-0.47047,0.471864,0.276837,-0.470562,0.468318,0.276663,-0.470665,0.498232,0.276734,-0.328303,0.462497,0.276595,-0.348232,0.486706,0.288195,-0.421562,0.473152,0.288043,-0.427264,0.531512,0.300044,-0.172816,0.43132,0.302414,-0.232364,0.555991,0.338449,-0.119239,0.406707,0.347418,-0.181527,0.578967,0.372335,-0.222862,0.380598,0.386288,-0.282817,0.589582,0.382082,-0.245878,0.369476,0.395282,-0.312217,0.58364,0.382437,-0.280676,0.372805,0.397019,-0.355931,0.579285,0.380059,-0.238154,0.377634,0.394652,-0.301034,0.510052,0.380354,0.023583,0.452319,0.382637,-0.023703,0.489712,0.416373,0.118362,0.472858,0.433691,-0.146684,0.477954,0.463549,0.312361,0.479635,0.503652,-0.099357,0.472246,0.470973,0.327433,0.477405,0.517799,-0.102022,0.483886,0.474546,0.235854,0.498504,0.519823,-0.260534
